t_s,ax_g,ay_g,az_g
7.100,0.00706,-0.06857,1.01830
7.110,0.02367,-0.01661,0.96926
7.120,-0.00865,0.01654,1.03271
7.130,0.01434,-0.06751,1.05136
7.140,0.01302,0.00151,1.06927
7.150,-0.00433,-0.00337,1.04955
7.160,-0.00841,-0.04225,1.03753
7.170,0.03954,-0.00224,1.03371
7.180,0.02186,0.00830,1.04633
7.190,0.01157,-0.03426,1.02998
7.200,0.03328,-0.02378,1.06342
7.210,0.06099,-0.00794,1.05085
7.220,-0.00395,0.01237,1.07069
7.230,0.01496,-0.01664,1.08618
7.240,0.02962,-0.00520,1.10480
7.250,0.08040,-0.01610,1.07342
7.260,0.05981,-0.00064,1.10804
7.270,0.07231,0.02156,1.13725
7.280,0.03675,0.00461,1.16026
7.290,0.03948,-0.00269,1.13954
7.300,0.07281,0.00587,1.19366
7.310,0.06660,-0.00732,1.17225
7.320,0.07752,-0.00893,1.16773
7.330,0.06338,0.03737,1.19923
7.340,0.07268,0.04849,1.17157
7.350,0.06960,-0.01758,1.16747
7.360,0.08057,0.03248,1.21296
7.370,0.07893,0.04066,1.21005
7.380,0.02732,0.00194,1.22436
7.390,0.01079,0.01948,1.22680
7.400,0.07084,0.02013,1.24824
7.410,0.06866,0.07247,1.17934
7.420,0.01761,0.07027,1.20021
7.430,-0.00703,0.02155,1.19903
7.440,0.02335,0.01350,1.22414
7.450,0.03028,0.06080,1.20282
7.460,0.03709,0.05879,1.21192
7.470,0.00020,0.07527,1.18599
7.480,-0.02944,0.03157,1.17054
7.490,-0.05222,0.06945,1.17403
7.500,-0.04679,0.04240,1.15424
7.510,-0.06579,0.07137,1.14471
7.520,-0.09283,0.05983,1.13737
7.530,-0.04400,0.10002,1.12017
7.540,-0.06122,0.07215,1.11829
7.550,-0.08547,0.05785,1.08702
7.560,-0.13698,0.06754,1.07712
7.570,-0.11076,0.06313,1.04203
7.580,-0.12314,0.04210,1.07072
7.590,-0.13379,0.10342,1.07504
7.600,-0.12293,0.09631,0.99527
7.610,-0.13903,0.05989,1.03530
7.620,-0.13928,0.07618,1.01122
7.630,-0.14228,0.10165,1.00239
7.640,-0.14784,0.08349,1.01051
7.650,-0.18883,0.05044,0.98884
7.660,-0.14904,0.05237,0.98793
7.670,-0.15866,0.01706,0.96227
7.680,-0.16948,0.06395,0.98725
7.690,-0.10634,0.07013,0.93810
7.700,-0.10149,0.06691,0.91072
7.710,-0.10517,0.05242,0.91344
7.720,-0.12389,0.04182,0.86761
7.730,-0.09908,0.01110,0.86415
7.740,-0.12343,0.03368,0.86512
7.750,-0.11764,0.01088,0.80204
7.760,-0.14188,0.03027,0.74530
7.770,-0.11048,0.00081,0.73307
7.780,-0.11542,0.02287,0.72717
7.790,-0.14034,0.03549,0.68435
7.800,-0.11201,0.01326,0.67052
7.810,-0.10790,0.00915,0.62244
7.820,-0.06390,0.01791,0.61107
7.830,-0.07336,0.03232,0.62302
7.840,-0.07994,-0.00774,0.64146
7.850,-0.06145,0.00253,0.60908
7.860,-0.04904,0.02026,0.63438
7.870,-0.03478,0.00156,0.68187
7.880,-0.03068,-0.05355,0.69799
7.890,0.01174,-0.02932,0.75233
7.900,0.02521,-0.00135,0.77675
7.910,0.04141,-0.02562,0.85010
7.920,0.10304,0.01003,0.90097
7.930,0.12628,0.01726,0.94611
7.940,0.10670,-0.03281,1.02961
7.950,0.16137,-0.04281,1.12273
7.960,0.20167,-0.03060,1.18819
7.970,0.21665,-0.03310,1.25092
7.980,0.22482,0.00451,1.29742
7.990,0.20860,-0.04860,1.32636
8.000,-0.03361,-0.00552,0.97988
8.010,-0.03832,0.00743,0.99367
8.020,-0.00967,-0.00390,1.03867
8.030,-0.00889,-0.01151,0.99978
8.040,0.00938,-0.02344,1.01519
8.050,0.00575,0.01682,1.01802
8.060,-0.01876,-0.02502,0.98915
8.070,-0.04086,-0.00111,1.02362
8.080,-0.02220,-0.02320,1.04766
8.090,-0.01130,-0.05682,1.01688
8.100,-0.01950,-0.02533,1.01204
8.110,-0.02681,-0.02302,0.99444
8.120,-0.00999,-0.02272,1.01234
8.130,-0.02490,-0.03301,1.02887
8.140,-0.02714,-0.00725,1.01816
8.150,-0.00810,-0.00497,1.00976
8.160,-0.02210,-0.02579,1.03895
8.170,-0.00890,-0.02591,1.01390
8.180,-0.00803,-0.04059,1.01090
8.190,-0.03597,-0.01444,1.02262
8.200,-0.02249,0.00807,1.04630
8.210,0.01622,0.00813,1.01745
8.220,-0.03543,-0.03138,1.00323
8.230,-0.05417,0.02048,1.03228
8.240,-0.04870,-0.02654,1.01517
8.250,-0.01050,-0.03957,1.03337
8.260,-0.01006,-0.04644,0.98178
8.270,-0.01263,-0.04068,1.02400
8.280,0.01443,-0.01243,1.01883
8.290,-0.06287,-0.02421,1.00516
8.300,-0.00105,-0.03165,1.00067
8.310,0.02272,-0.03591,1.01993
8.320,-0.03060,-0.04064,1.00477
8.330,-0.01515,-0.03667,0.96749
8.340,-0.02212,0.00148,1.00397
8.350,-0.02444,0.01729,1.00381
8.360,-0.01256,0.01857,1.02949
8.370,0.02304,-0.00494,1.00588
8.380,0.03178,-0.02849,1.03042
8.390,-0.01113,-0.03195,1.01217
8.400,0.03425,-0.00343,1.04772
8.410,-0.00257,-0.02343,1.04042
8.420,0.03238,-0.01022,1.02781
8.430,-0.00397,0.02019,1.03760
8.440,0.00112,-0.01404,1.04716
8.450,0.00642,0.02722,1.03786
8.460,0.06329,-0.04083,1.04054
8.470,0.01735,-0.00931,0.99669
8.480,-0.01320,-0.01195,1.02961
8.490,0.02094,-0.03788,1.02558
8.500,-0.00506,-0.00213,1.06336
8.510,-0.00699,0.01248,1.03576
8.520,0.02160,0.02594,1.03133
8.530,0.00467,-0.00986,1.05772
8.540,0.01024,-0.05607,1.01702
8.550,0.00556,-0.00851,1.04701
8.560,0.01262,-0.00319,1.01055
8.570,0.01499,-0.02271,1.03705
8.580,-0.03166,-0.01370,1.04358
8.590,0.02099,-0.02766,1.08339
8.600,-0.01141,-0.02065,1.05270
8.610,-0.02006,0.00237,1.03931
8.620,0.00816,0.00980,1.05590
8.630,0.01153,-0.04339,1.08885
8.640,-0.00352,-0.02821,1.02041
8.650,0.02744,-0.04977,1.07843
8.660,-0.01557,0.01876,1.07204
8.670,0.00356,-0.00062,1.06359
8.680,0.00039,-0.05808,1.06118
8.690,0.01151,-0.01938,1.09760
8.700,0.01834,-0.02379,1.08467
8.710,-0.00712,-0.03328,1.05097
8.720,0.02775,0.00252,1.07358
8.730,0.01472,0.00201,1.09942
8.740,-0.02425,-0.01293,1.08662
8.750,-0.02550,-0.03122,1.08242
8.760,0.01345,-0.03113,1.05238
8.770,0.00924,-0.01766,1.12594
8.780,0.01149,-0.02778,1.09527
8.790,0.01283,-0.01885,1.11762
8.800,0.01767,-0.00768,1.08903
8.810,0.03179,-0.04963,1.08362
8.820,-0.00978,-0.03425,1.07199
8.830,-0.01147,-0.01990,1.10521
8.840,-0.01046,0.01193,1.11638
8.850,0.01653,-0.00263,1.10789
8.860,0.03491,-0.01979,1.13272
8.870,0.00054,-0.01185,1.09065
8.880,-0.04180,-0.02213,1.07593
8.890,-0.02688,0.00123,1.09369
8.900,-0.01060,-0.01187,1.10470
8.910,-0.00634,0.00479,1.08331
8.920,-0.00470,-0.04816,1.08751
8.930,0.00278,-0.03745,1.09233
8.940,-0.00579,-0.01613,1.09747
8.950,0.01975,-0.01207,1.08968
8.960,-0.01653,0.02574,1.09045
8.970,-0.02215,-0.05878,1.09805
8.980,0.00268,-0.02365,1.09966
8.990,-0.03970,-0.02494,1.07319
9.000,-0.00339,-0.01904,1.04501
9.010,-0.01143,0.01043,1.05948
9.020,-0.01881,-0.00717,1.08783
9.030,0.01343,-0.05726,1.06221
9.040,-0.03333,0.00499,1.08023
9.050,0.01770,0.00389,1.07173
9.060,-0.03071,-0.02152,1.07204
9.070,-0.05449,-0.05972,1.07824
9.080,-0.03035,-0.03101,1.08982
9.090,-0.05611,-0.01925,1.06319
9.100,-0.05248,-0.00936,1.04010
9.110,-0.03239,-0.06540,1.06450
9.120,-0.03210,-0.04610,1.06982
9.130,-0.05853,-0.00951,1.00771
9.140,-0.02919,-0.00222,1.03551
9.150,-0.02860,-0.02446,1.04770
9.160,-0.02579,-0.01095,1.03464
9.170,-0.04663,-0.02569,1.04407
9.180,-0.03257,-0.01644,1.02605
9.190,-0.09998,-0.03373,1.05444
9.200,-0.07113,-0.02800,1.03392
9.210,-0.08441,-0.06303,0.99414
9.220,-0.06684,-0.02517,1.04206
9.230,-0.08266,-0.06571,1.04068
9.240,-0.07641,-0.02731,1.02145
9.250,-0.03712,-0.05161,0.98288
9.260,-0.07965,-0.03656,1.03524
9.270,-0.06929,-0.06416,0.99436
9.280,-0.08332,-0.05634,1.00522
9.290,-0.07808,-0.04009,0.99866
9.300,-0.08018,-0.03356,0.97907
9.310,-0.07185,-0.02798,1.00571
9.320,-0.05782,-0.07408,1.00735
9.330,-0.04829,-0.08234,1.00324
9.340,-0.07497,-0.07306,0.99440
9.350,-0.06912,-0.07610,0.98119
9.360,-0.10350,-0.02468,1.02285
9.370,-0.08166,-0.03044,0.99437
9.380,-0.06038,-0.07840,0.96893
9.390,-0.06102,-0.02546,0.99317
9.400,-0.07316,-0.03523,0.98806
9.410,-0.05864,-0.09459,0.98913
9.420,-0.06546,-0.08372,0.97184
9.430,-0.05013,-0.09739,0.95525
9.440,-0.06719,-0.06697,0.93505
9.450,-0.07894,-0.06588,0.94604
9.460,-0.06398,-0.06685,0.91718
9.470,-0.12822,-0.10857,0.94941
9.480,-0.06091,-0.09738,0.90375
9.490,-0.14057,-0.06435,0.92064
9.500,-0.10118,-0.05775,0.93361
9.510,-0.05687,-0.11113,0.90488
9.520,-0.05563,-0.09680,0.89866
9.530,-0.08779,-0.05107,0.89832
9.540,-0.07821,-0.09623,0.88887
9.550,-0.03603,-0.07213,0.88813
9.560,-0.07263,-0.09819,0.86710
9.570,-0.01759,-0.05500,0.85128
9.580,-0.06194,-0.11165,0.79311
9.590,-0.05312,-0.07693,0.82548
9.600,-0.02819,-0.05140,0.84236
9.610,-0.05697,-0.05721,0.81109
9.620,-0.07845,-0.07772,0.80708
9.630,-0.05910,-0.08126,0.76455
9.640,-0.05575,-0.07060,0.76799
9.650,-0.08001,-0.09021,0.77320
9.660,-0.05501,-0.06470,0.76472
9.670,-0.06135,-0.06244,0.76722
9.680,-0.02399,-0.06702,0.72612
9.690,-0.03707,-0.03633,0.73233
9.700,-0.03797,-0.07522,0.72387
9.710,-0.02822,-0.08517,0.75881
9.720,-0.01462,-0.05866,0.75622
9.730,0.00107,-0.04254,0.76496
9.740,-0.02266,-0.04383,0.76672
9.750,-0.01412,-0.04119,0.77756
9.760,0.03891,-0.05698,0.81117
9.770,0.01933,-0.05021,0.85252
9.780,0.01058,-0.03626,0.88338
9.790,0.05961,-0.03360,0.90737
9.800,0.07216,0.00410,0.89254
9.810,0.04463,-0.00804,0.90601
9.820,0.09223,-0.01931,0.97659
9.830,0.11459,0.01803,1.01481
9.840,0.11928,0.00994,1.02884
9.850,0.13580,-0.02116,1.05156
9.860,0.10569,-0.05380,1.07094
9.870,0.15006,-0.01039,1.12654
9.880,0.14588,0.03315,1.15593
9.890,0.14940,0.04422,1.17866
9.900,0.18204,-0.00169,1.17760
9.910,0.19806,0.04978,1.20434
9.920,0.20635,0.05407,1.24418
9.930,0.19676,0.07452,1.28579
9.940,0.16621,0.07049,1.29881
9.950,0.17128,0.08326,1.28485
9.960,0.17327,0.07059,1.26491
9.970,0.15199,0.07435,1.33311
9.980,0.14180,0.06275,1.33253
9.990,0.14341,0.08993,1.30791
10.000,0.11178,0.05068,1.29115
10.010,0.08290,0.07810,1.28473
10.020,0.07244,0.09495,1.29774
10.030,0.07566,0.11531,1.27557
10.040,0.04458,0.08027,1.23986
10.050,0.03249,0.11154,1.27437
10.060,0.02018,0.09031,1.18044
10.070,-0.01935,0.11570,1.17896
10.080,-0.01478,0.08129,1.15907
10.090,-0.03948,0.11284,1.15260
10.100,-0.08774,0.09706,1.15349
10.110,-0.04877,0.07556,1.12866
10.120,-0.10057,0.09614,1.09703
10.130,-0.13482,0.12523,1.05171
10.140,-0.13189,0.07765,1.08256
10.150,-0.13874,0.06726,1.02744
10.160,-0.12265,0.10350,1.03018
10.170,-0.13266,0.06025,1.02602
10.180,-0.13563,0.12305,1.00168
10.190,-0.11659,0.12025,0.99226
10.200,-0.12085,0.10771,1.01781
10.210,-0.11879,0.08394,1.02031
10.220,-0.11343,0.11447,0.98037
10.230,-0.10514,0.10492,0.93591
10.240,-0.15503,0.06403,0.96538
10.250,-0.11539,0.10001,0.93242
10.260,-0.14700,0.04946,0.93813
10.270,-0.09820,0.06013,0.91923
10.280,-0.09493,0.02454,0.85587
10.290,-0.07032,0.05966,0.86369
10.300,-0.06438,0.04719,0.85984
10.310,-0.08147,0.04042,0.82002
10.320,-0.09331,0.04261,0.77317
10.330,-0.07162,0.03087,0.78086
10.340,-0.08994,0.03995,0.70722
10.350,-0.07726,0.06158,0.71898
10.360,-0.05487,0.01161,0.67913
10.370,-0.08232,0.04719,0.67698
10.380,-0.05053,0.03153,0.64581
10.390,-0.04719,0.03217,0.64677
10.400,-0.07227,0.02172,0.65633
10.410,-0.02426,0.00583,0.64117
10.420,-0.01832,0.02710,0.64566
10.430,-0.01669,0.02680,0.65572
10.440,-0.01831,-0.00120,0.62891
10.450,-0.00259,-0.01340,0.69127
10.460,0.02330,0.01378,0.72844
10.470,0.06587,0.02600,0.77399
10.480,0.05799,0.02996,0.80690
10.490,0.10857,0.03296,0.87342
10.500,0.09782,0.01542,0.89422
10.510,0.14090,0.00186,1.01006
10.520,0.16838,0.00622,1.03933
10.530,0.23453,-0.01948,1.06747
10.540,0.17514,-0.00921,1.16903
10.550,0.24621,0.00237,1.17258
10.560,0.23036,-0.00303,1.24372
10.570,0.24226,0.00288,1.28896
10.580,0.23883,-0.02790,1.31511
10.590,0.24334,-0.02505,1.35029
10.600,0.22483,0.01165,1.37569
10.610,0.24602,-0.02261,1.36667
10.620,0.19261,-0.02179,1.39937
10.630,0.20532,-0.00896,1.39205
10.640,0.14734,-0.03235,1.42182
10.650,0.13378,0.00526,1.39718
10.660,0.08617,-0.04542,1.33192
10.670,0.08795,-0.02395,1.31843
10.680,0.07838,-0.04290,1.27878
10.690,0.01871,-0.02901,1.25684
10.700,-0.01199,-0.04651,1.24745
10.710,-0.05705,-0.04166,1.19664
10.720,-0.06384,-0.02157,1.15817
10.730,-0.11289,-0.06468,1.15152
10.740,-0.11795,-0.06989,1.07430
10.750,-0.11046,-0.06739,1.08165
10.760,-0.10043,-0.03670,1.09596
10.770,-0.07899,-0.07304,1.07882
10.780,-0.15196,-0.05155,1.06088
10.790,-0.11355,-0.08461,0.99636
10.800,-0.13674,-0.06192,0.98369
10.810,-0.14179,-0.08196,0.98658
10.820,-0.12552,-0.08310,0.98443
10.830,-0.12713,-0.12663,0.95619
10.840,-0.11965,-0.13290,0.92215
10.850,-0.12326,-0.08266,0.95687
10.860,-0.13644,-0.08524,0.93329
10.870,-0.13320,-0.05974,0.88298
10.880,-0.08379,-0.13907,0.88274
10.890,-0.09771,-0.10018,0.85829
10.900,-0.10020,-0.13025,0.76045
10.910,-0.08486,-0.12378,0.78798
10.920,-0.06631,-0.11751,0.74033
10.930,-0.07589,-0.09759,0.65820
10.940,-0.08965,-0.11557,0.69747
10.950,-0.04833,-0.09795,0.65036
10.960,-0.03648,-0.07760,0.59286
10.970,-0.05182,-0.06660,0.61436
10.980,-0.03396,-0.06957,0.59840
10.990,-0.01808,-0.06799,0.60167
11.000,-0.00735,-0.07286,0.55668
11.010,-0.00216,-0.07385,0.60275
11.020,0.01556,-0.04362,0.61158
11.030,0.03438,-0.06688,0.65923
11.040,0.02449,-0.03453,0.66821
11.050,0.08454,-0.04914,0.72712
11.060,0.06860,-0.01888,0.83405
11.070,0.10547,-0.02934,0.88550
11.080,0.17283,-0.00633,0.94437
11.090,0.18795,-0.00182,1.01904
11.100,0.22350,0.00580,1.01719
11.110,0.20839,0.02995,1.11693
11.120,0.20762,-0.00694,1.18325
11.130,0.23884,0.01513,1.22619
11.140,0.25432,0.07662,1.24617
11.150,0.25774,0.07254,1.34324
11.160,0.27775,0.06378,1.37195
11.170,0.24174,0.10593,1.37248
11.180,0.24496,0.08138,1.41813
11.190,0.20243,0.08973,1.41111
11.200,0.21125,0.09223,1.42014
11.210,0.17866,0.15198,1.38011
11.220,0.13694,0.12384,1.38707
11.230,0.11831,0.12767,1.36523
11.240,0.08901,0.13700,1.32880
11.250,0.05637,0.09384,1.24967
11.260,0.06654,0.12151,1.27413
11.270,-0.00045,0.14428,1.24211
11.280,-0.03116,0.13620,1.18525
11.290,-0.09361,0.18079,1.18368
11.300,-0.09198,0.12572,1.14720
11.310,-0.09847,0.15439,1.12318
11.320,-0.12248,0.15014,1.08304
11.330,-0.09304,0.13480,1.03504
11.340,-0.13230,0.13582,1.01699
11.350,-0.10815,0.12044,1.04850
11.360,-0.13451,0.08324,0.99888
11.370,-0.13414,0.12576,0.99211
11.380,-0.13357,0.12308,1.01271
11.390,-0.12692,0.12167,0.94077
11.400,-0.08664,0.10644,0.93788
11.410,-0.16075,0.11963,0.97054
11.420,-0.14752,0.07782,0.93884
11.430,-0.11167,0.11935,0.87689
11.440,-0.09434,0.06505,0.88459
11.450,-0.07535,0.07750,0.87054
11.460,-0.07502,0.08819,0.81591
11.470,-0.08828,0.05931,0.77772
11.480,-0.05698,0.07977,0.74006
11.490,-0.05395,0.05330,0.75739
11.500,-0.06818,0.05810,0.72849
11.510,-0.04966,0.04793,0.69161
11.520,-0.05982,0.03609,0.67308
11.530,-0.07175,0.08898,0.65027
11.540,-0.04029,0.02379,0.57610
11.550,-0.04386,-0.00824,0.61486
11.560,-0.03566,0.01859,0.59308
11.570,0.00657,0.03475,0.63315
11.580,-0.05658,0.02230,0.67598
11.590,-0.01810,0.04818,0.62639
11.600,0.00667,0.04564,0.65504
11.610,0.04537,0.01803,0.69264
11.620,0.07141,-0.01068,0.74850
11.630,0.07135,-0.00397,0.80497
11.640,0.10727,0.01988,0.91159
11.650,0.13503,-0.01186,0.92393
11.660,0.22571,0.01103,0.97682
11.670,0.23520,0.04578,1.05041
11.680,0.21108,0.02314,1.09704
11.690,0.22903,0.01607,1.14036
11.700,0.22653,-0.00689,1.22675
11.710,0.22027,0.01620,1.32621
11.720,0.26032,0.00587,1.34000
11.730,0.24201,0.01409,1.34730
11.740,0.25458,0.02192,1.38994
11.750,0.21366,0.02316,1.45033
11.760,0.21513,0.00534,1.41226
11.770,0.21378,0.01029,1.39015
11.780,0.19484,-0.01318,1.40105
11.790,0.16949,0.01644,1.39714
11.800,0.10603,-0.02751,1.37120
11.810,0.11932,-0.01774,1.36562
11.820,0.05533,0.00705,1.30866
11.830,0.05326,-0.03166,1.22758
11.840,0.01063,-0.05341,1.25060
11.850,-0.04475,-0.03957,1.21606
11.860,-0.04926,-0.00846,1.18267
11.870,-0.05846,-0.08677,1.12877
11.880,-0.07307,-0.04446,1.15798
11.890,-0.10418,-0.06439,1.07163
11.900,-0.08313,-0.06027,1.05203
11.910,-0.10242,-0.06904,1.04826
11.920,-0.13308,-0.04792,1.06312
11.930,-0.11519,-0.07096,1.04979
11.940,-0.09102,-0.05652,1.02239
11.950,-0.08770,-0.05549,1.01528
11.960,-0.14691,-0.08470,0.95902
11.970,-0.13508,-0.09625,0.93776
11.980,-0.08030,-0.08486,0.94931
11.990,-0.12436,-0.08388,0.95715
12.000,-0.12298,-0.12072,0.93763
12.010,-0.10005,-0.09475,0.87898
12.020,-0.07641,-0.10577,0.85078
12.030,-0.08215,-0.10971,0.86489
12.040,-0.08919,-0.11507,0.81420
12.050,-0.08642,-0.11303,0.73625
12.060,-0.08440,-0.07399,0.72179
12.070,-0.08511,-0.10425,0.72095
12.080,-0.01904,-0.07126,0.65611
12.090,-0.05523,-0.08797,0.63161
12.100,-0.03889,-0.10900,0.60799
12.110,-0.06036,-0.07760,0.62553
12.120,-0.04637,-0.09958,0.59549
12.130,-0.04681,-0.05745,0.62440
12.140,-0.07305,-0.06691,0.58579
12.150,-0.03251,-0.03826,0.60243
12.160,-0.02358,-0.01877,0.63462
12.170,-0.01240,-0.07376,0.64560
12.180,0.03075,-0.03947,0.66473
12.190,0.10493,-0.04528,0.73595
12.200,0.10248,0.03153,0.78101
12.210,0.15468,-0.01076,0.85181
12.220,0.16243,-0.01842,0.90464
12.230,0.19430,0.06262,0.99013
12.240,0.18340,0.01325,1.03910
12.250,0.23224,0.00524,1.07761
12.260,0.25352,0.02429,1.15833
12.270,0.24083,0.05992,1.20305
12.280,0.27266,0.06731,1.31589
12.290,0.27718,0.05870,1.32160
12.300,0.25430,0.07435,1.36917
12.310,0.23721,0.09331,1.38036
12.320,0.22538,0.12644,1.43641
12.330,0.23546,0.11379,1.38298
12.340,0.22060,0.10244,1.39218
12.350,0.17476,0.11509,1.42204
12.360,0.16457,0.14035,1.37400
12.370,0.14652,0.16318,1.34783
12.380,0.11700,0.11141,1.32508
12.390,0.10453,0.15900,1.34483
12.400,0.06805,0.13296,1.31463
12.410,-0.00750,0.10851,1.24844
12.420,0.01796,0.10562,1.21080
12.430,-0.05218,0.16913,1.19030
12.440,-0.04358,0.17122,1.15222
12.450,-0.08270,0.12982,1.12021
12.460,-0.10831,0.13540,1.08295
12.470,-0.14854,0.10185,1.05797
12.480,-0.12449,0.15005,1.06145
12.490,-0.15747,0.13105,1.03812
12.500,-0.10901,0.09694,1.05056
12.510,-0.09735,0.12805,1.00320
12.520,-0.14068,0.09179,0.97763
12.530,-0.11401,0.12606,0.95439
12.540,-0.12866,0.08834,0.95467
12.550,-0.12013,0.11165,0.92588
12.560,-0.08527,0.08663,0.95980
12.570,-0.09492,0.04709,0.90771
12.580,-0.05327,0.10901,0.87717
12.590,-0.09234,0.10482,0.87540
12.600,-0.05815,0.06815,0.87529
12.610,-0.07243,0.07898,0.79604
12.620,-0.05537,0.07731,0.74869
12.630,-0.07754,0.07320,0.72973
12.640,-0.06699,0.09376,0.66738
12.650,-0.06540,0.06329,0.68365
12.660,-0.07615,0.04376,0.65692
12.670,-0.04135,0.05572,0.61317
12.680,-0.03512,0.03509,0.58194
12.690,-0.02780,0.01919,0.64171
12.700,0.00183,0.06200,0.56638
12.710,0.01335,0.04567,0.58185
12.720,-0.00728,-0.00460,0.61248
12.730,0.02609,0.01685,0.65313
12.740,0.02693,0.04380,0.66598
12.750,0.06268,-0.00430,0.71121
12.760,0.07461,0.01042,0.77182
12.770,0.14440,0.07735,0.87918
12.780,0.14500,0.01624,0.86398
12.790,0.15868,0.04334,0.92929
12.800,0.21103,0.05055,1.00293
12.810,0.16586,0.00122,1.08413
12.820,0.18834,0.02353,1.18460
12.830,0.26042,0.05811,1.19178
12.840,0.25749,0.02473,1.25974
12.850,0.26848,0.06132,1.25351
12.860,0.23919,-0.00045,1.33828
12.870,0.26235,0.04630,1.36844
12.880,0.29484,0.00853,1.41177
12.890,0.25820,-0.00078,1.39447
12.900,0.22739,0.01588,1.38471
12.910,0.19331,-0.00213,1.40951
12.920,0.16874,-0.00487,1.36165
12.930,0.10578,0.00296,1.35784
12.940,0.12325,-0.04676,1.35043
12.950,0.10362,-0.03072,1.27246
12.960,0.02360,-0.00470,1.28334
12.970,0.01093,-0.00397,1.28648
12.980,-0.02849,-0.02153,1.18867
12.990,-0.05197,-0.02821,1.17399
13.000,-0.05611,-0.03089,1.16790
13.010,-0.12013,-0.02511,1.14333
13.020,-0.08382,-0.07817,1.10198
13.030,-0.09494,-0.06524,1.07401
13.040,-0.12518,-0.06191,1.09079
13.050,-0.17629,-0.06179,1.04475
13.060,-0.14978,-0.11304,1.00440
13.070,-0.10540,-0.10094,1.01464
13.080,-0.18334,-0.08081,0.99704
13.090,-0.13050,-0.06458,0.97845
13.100,-0.14153,-0.09722,0.94022
13.110,-0.09536,-0.10575,0.95865
13.120,-0.11814,-0.08493,0.95307
13.130,-0.08985,-0.10463,0.93623
13.140,-0.08037,-0.08244,0.89813
13.150,-0.04941,-0.10586,0.87217
13.160,-0.08548,-0.12447,0.83089
13.170,-0.07002,-0.07380,0.82965
13.180,-0.10407,-0.07680,0.75304
13.190,-0.04785,-0.11927,0.73223
13.200,-0.08431,-0.09012,0.69282
13.210,-0.07749,-0.10170,0.67476
13.220,-0.06319,-0.07917,0.67445
13.230,-0.08929,-0.10472,0.60017
13.240,-0.04713,-0.06471,0.61110
13.250,-0.02400,-0.05250,0.60020
13.260,-0.02679,-0.08893,0.57162
13.270,-0.05115,-0.06159,0.59261
13.280,-0.00591,-0.03100,0.59339
13.290,0.02997,-0.06719,0.63763
13.300,-0.00144,-0.05191,0.66678
13.310,0.03771,-0.01625,0.74142
13.320,0.10145,-0.02329,0.74596
13.330,0.11504,-0.04189,0.81433
13.340,0.14390,-0.00688,0.87189
13.350,0.19841,0.04450,0.97149
13.360,0.19485,0.06094,1.00110
13.370,0.22077,0.01704,1.05941
13.380,0.28104,0.02153,1.12585
13.390,0.23810,0.04048,1.18569
13.400,0.23769,0.09530,1.24450
13.410,0.26869,0.08541,1.28660
13.420,0.27026,0.10679,1.34349
13.430,0.24699,0.10598,1.34775
13.440,0.22764,0.06762,1.40641
13.450,0.28015,0.08248,1.40735
13.460,0.22145,0.09438,1.44135
13.470,0.17706,0.10406,1.41196
13.480,0.18334,0.10646,1.39582
13.490,0.13346,0.11359,1.40783
13.500,0.09942,0.14172,1.35000
13.510,0.08367,0.13496,1.30661
13.520,0.01458,0.15922,1.26046
13.530,0.01640,0.14168,1.27256
13.540,0.01830,0.12419,1.18900
13.550,-0.03746,0.14183,1.15318
13.560,-0.07806,0.10746,1.12212
13.570,-0.10093,0.09039,1.10134
13.580,-0.11546,0.14778,1.09192
13.590,-0.12491,0.15297,1.06370
13.600,-0.13613,0.13115,1.06041
13.610,-0.11538,0.11847,1.01173
13.620,-0.17021,0.09559,1.00178
13.630,-0.11732,0.14147,1.00927
13.640,-0.13887,0.12334,0.97434
13.650,-0.11872,0.11437,0.95334
13.660,-0.14263,0.10327,0.93564
13.670,-0.08676,0.08862,0.94882
13.680,-0.08157,0.07027,0.92928
13.690,-0.08077,0.09205,0.90611
13.700,-0.12436,0.07069,0.90728
13.710,-0.07240,0.06748,0.86038
13.720,-0.07667,0.10492,0.82299
13.730,-0.11345,0.06434,0.81655
13.740,-0.07900,0.01117,0.77456
13.750,-0.06867,0.04465,0.70596
13.760,-0.06217,0.03071,0.70409
13.770,-0.06650,0.04361,0.69245
13.780,-0.05992,0.01384,0.66632
13.790,-0.03044,0.04723,0.62974
13.800,-0.02759,0.02918,0.60431
13.810,-0.09932,0.02242,0.59673
13.820,-0.03560,0.03207,0.62336
13.830,-0.01709,0.02497,0.58022
13.840,-0.03067,0.02151,0.65478
13.850,0.02699,0.01766,0.66405
13.860,0.07305,0.01990,0.68406
13.870,0.05108,0.02552,0.72812
13.880,0.10543,0.02152,0.77388
13.890,0.10673,0.03833,0.88101
13.900,0.13758,0.00356,0.97366
13.910,0.20534,0.01800,0.99262
13.920,0.18762,0.06090,1.05286
13.930,0.22749,0.00986,1.15942
13.940,0.19690,0.00925,1.19894
13.950,0.28330,-0.01748,1.27757
13.960,0.26495,-0.00815,1.28169
13.970,0.25084,0.00212,1.35469
13.980,0.26215,0.01283,1.40924
